id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-337,5,数据污染/记忆化/成员推断/基准泄漏,Optimization and Robustness-Informed Membership Inference Attacks for LLMs,Zicheng Song,arXiv preprint,2026,preprint,,10.1609/aaai.v40i39.40587,https://doi.org/10.1609/aaai.v40i39.40587,提出 OR-MIA：利用成员样本梯度范数更小且对输入扰动更稳定的特性，以扰动-梯度特征训练分类器对 LLM 做成员推断。
V2-338,5,数据污染/记忆化/成员推断/基准泄漏,When Reasoning Leaks Membership: Membership Inference Attack on Black-box Large Reasoning Models,Ruihan Hu,arXiv preprint,2026,preprint,2601.13607,10.1145/3774904.3792588,https://arxiv.org/abs/2601.13607,首个针对黑盒大推理模型的成员推断研究：发现 API 暴露的推理轨迹在成员样本上呈自信回忆式风格，据此构建攻击。
V2-339,5,数据污染/记忆化/成员推断/基准泄漏,From Random Forget-Sets to Realistic Natural-Language Deletion Requests,Imran Ahsan,arXiv preprint,2026,preprint,,10.1145/3774904.3792954,https://doi.org/10.1145/3774904.3792954,针对图遗忘评测只删随机子集的问题，发布自然语言删除请求语料与基准 Text2Forget，配请求到图目标的解析器。
V2-340,5,数据污染/记忆化/成员推断/基准泄漏,Imprint of the Forgotten: Stealthy Membership Inference in Unlearned Graph Neural Networks,He Zhang,arXiv preprint,2026,preprint,,10.1609/aaai.v40i33.40047,https://doi.org/10.1609/aaai.v40i33.40047,针对遗忘后 GNN 中残留印记的问题，提出面向已遗忘 GNN 的隐蔽成员推断攻击框架，超越依赖过拟合的现有方法。
V2-341,5,数据污染/记忆化/成员推断/基准泄漏,Retaliatory Attacks Against Federated Unlearning via Data Leakage,Xinyi Sheng,arXiv preprint,2026,preprint,,10.1609/aaai.v40i30.39725,https://doi.org/10.1609/aaai.v40i30.39725,揭示联邦遗忘过程的信息泄漏可被报复性利用：提出遗忘诱导的成员推断攻击与由粗到细的数据重建方法。
V2-342,6,多模态(文本+时序)预测,Beyond Time Series: Spatial Reasoning for Epidemic Forecasting via Multimodal Learning,Diana Guadalupe Gomez,KDD 2026,2026,CCF-A,2606.22171,,https://arxiv.org/abs/2606.22171,针对流行病预测忽视亚区域空间结构的问题，提出多模态框架 M-SPICE，注意力融合区域级时序监测数据与错位分辨率的空间辅助信号。
V2-343,6,多模态(文本+时序)预测,Semantics-Enhanced Retrieval-Augmented Time Series Forecasting,Shiqiao Zhou,ICML 2026,2026,CCF-A,2606.14941,,https://arxiv.org/abs/2606.14941,针对非平稳下仅靠时序相似度检索不足的问题，提出 SERAF：对时序及其自生成文本描述双重检索，联合引导预测。
V2-344,6,多模态(文本+时序)预测,Hindsight Preference Optimization for Financial Time Series Advisory,Yanwei Cui,ICLR 2026,2026,CCF-A,2604.23988,,https://arxiv.org/abs/2604.23988,针对时序模型仅出数值而决策者需要投顾建议的问题，提出后见偏好优化：用观测结果让 LLM 评审排序候选建议构造 DPO 偏好对。
V2-345,6,多模态(文本+时序)预测,PATRA: Pattern-Aware Alignment and Balanced Reasoning for Time Series Question Answering,Junkai Lu,ICML 2026,2026,CCF-A,2602.23161,,https://arxiv.org/abs/2602.23161,针对 LLM 把时序当文本/图像且简单任务主导训练的问题，提出 PATRA：模式感知对齐提取趋势/季节性+任务感知平衡奖励促进推理。
V2-346,6,多模态(文本+时序)预测,TSRBench: A Comprehensive Multi-task Multi-modal Time Series Reasoning Benchmark for Generalist Models,Fangxu Yu,ICML 2026,2026,CCF-A,2601.18744,,https://arxiv.org/abs/2601.18744,提出多模态时序推理基准 TSRBench：14 领域 4125 题覆盖感知/推理/预测/决策 4 维 15 任务，评测 30+ LLM/VLM/TSLLM。
V2-347,6,多模态(文本+时序)预测,LLM-based Few-Shot Early Rumor Detection with Imitation Agent,Fengzhu Zeng,KDD 2026,2026,CCF-A,2512.18352,10.1145/3770854.3780315,https://arxiv.org/abs/2512.18352,针对少样本早期谣言检测，提出模仿 agent 决定最早检测时点+免训练 LLM 作谣言检测器的组合框架。
V2-348,6,多模态(文本+时序)预测,A Theoretical Analysis of Detecting Large Model-Generated Time Series,Junji Hou,AAAI 2026,2026,CCF-A,2511.07104,10.48550/arXiv.2511.07104,https://arxiv.org/abs/2511.07104,研究检测大时序模型生成的合成时序：提出并理论证明收缩假设——模型生成序列在递归预测下不确定性递减，据此构建检测器。
V2-349,6,多模态(文本+时序)预测,Forging Time Series with Language: A Large Language Model Approach to Synthetic Data Generation,Cécile Rousseau,NeurIPS 2025,2025,CCF-A,2505.17103,10.48550/arXiv.2505.17103,https://arxiv.org/abs/2505.17103,提出 SDForger：将多元时序转为表格嵌入再编码为文本微调自回归 LLM，少样本生成保留统计特性的合成时序并支持文本条件。
V2-350,6,多模态(文本+时序)预测,TimeXL: Explainable Multi-modal Time Series Prediction with LLM-in-the-Loop,Yushan Jiang,NeurIPS 2025,2025,CCF-A,2503.01013,,https://arxiv.org/abs/2503.01013,提出 TimeXL：原型多模态编码器+预测/反思/精化三个 LLM 协作，输出更准预测与基于案例的可解释推理。
V2-351,6,多模态(文本+时序)预测,MagicNet: Memory-Aware Graph Interactive Causal Network for Multivariate Stock Price Movement Prediction,Di Luo,TKDE,2025,CCF-A,,10.1109/TKDE.2025.3527480,https://doi.org/10.1109/TKDE.2025.3527480,针对股票预测仅用自影响文本/对称相关的问题，提出 MagicNet：文本记忆槽+层级因果图交互网络融合财经文档与多股票依赖。
V2-352,6,多模态(文本+时序)预测,A Picture is Worth a Thousand Tokens: How Vision Language Models Cut AI Energy Costs While Improving Accuracy,Bhavika Jalli,arXiv preprint,2026,preprint,2608.07427,,https://arxiv.org/abs/2608.07427,研究用 VLM 将时序编码为二维图以降低 LLM 推理能耗：token 减少 3.6-10.4 倍、能耗降 1.8-2.5 倍且精度反升。
V2-353,6,多模态(文本+时序)预测,EvtGraph: Event-Adaptive Compression for Sparse Temporal Graph Learning in Multimodal Time Series,Ziqian Wang,arXiv preprint,2026,preprint,2608.04368,,https://arxiv.org/abs/2608.04368,针对多模态时序信息密度不均、均匀离散化低效的问题，提出 EvtGraph：事件自适应压缩+预算约束下的稀疏时序图推理。
V2-354,6,多模态(文本+时序)预测,Decoupling Perception from Description: Computation-Grounded Representation Alignment between Multivariate Time Series and Language,Xinran Feng,arXiv preprint,2026,preprint,2608.05238,,https://arxiv.org/abs/2608.05238,针对时序-语言对齐数据受标注 LLM 感知能力封顶的自监督陷阱，提出感知与描述解耦：确定性代码计算多元统计量，LLM 仅负责措辞。
V2-355,6,多模态(文本+时序)预测,CastFSR: A Fast--Slow--Reflect Agentic Reasoning Framework for Context-Aware Time Series Forecasting,Xiaoyu Tao,arXiv preprint,2026,preprint,2608.03031,,https://arxiv.org/abs/2608.03031,提出上下文感知预测的 agentic 框架 CastFSR：快思考构建数据先验、慢思考检索上下文证据推理、反思校验时间与领域约束。
V2-356,6,多模态(文本+时序)预测,TRACE-TS: Attribution-Grounded and Traceable Sensor-Language Reasoning for Human Activity Understanding,Sparsh Rastogi,arXiv preprint,2026,preprint,2608.00200,,https://arxiv.org/abs/2608.00200,针对传感器-语言解释缺乏信号锚定的问题，提出 TRACE-TS：以专家分类器归因构建带证据溯源的 DAG 推理链训练紧凑语言模型。
V2-357,6,多模态(文本+时序)预测,Domain-Prior-Regularized Graph Modeling for Anomaly Detection in Cyber-Physical Systems,Youngseok Hwang,arXiv preprint,2026,preprint,2607.23197,,https://arxiv.org/abs/2607.23197,针对小规模 CPS 图模型学到虚假相关的问题，提出 DPR-GM：用 LLM 从系统文档提取有向物理耦合作为图结构先验门控。
V2-358,6,多模态(文本+时序)预测,A Multimodal Dataset for Large Language Model Applications in the Energy Domain,Costas Mylonas,arXiv preprint,2026,preprint,2607.11459,,https://arxiv.org/abs/2607.11459,发布能源领域多模态开放数据集 mAIEnergy：5 万文档、2 万图像、2500 万时序记录与地理数据，支撑能源 LLM 应用。
V2-359,6,多模态(文本+时序)预测,TSRouter: Dynamic Modality-Model Selection for Time Series Reasoning,Fangxu Yu,arXiv preprint,2026,preprint,2607.08940,,https://arxiv.org/abs/2607.08940,针对 LLM（文本精确）与 VLM（图形模式）时序推理能力互补的问题，提出图基动态路由框架 TSRouter，按查询选择模态与模型。
V2-360,6,多模态(文本+时序)预测,LLM-Guided Task-Semantic Field Factorization for Industrial Process Forecasting,Youcheng Zong,arXiv preprint,2026,preprint,2607.06623,,https://arxiv.org/abs/2607.06623,针对工业软测量输入被当作匿名数值列的问题，提出 LLM 引导的任务语义场分解框架 TSF，将变量文档语义注入数值窗口。
V2-361,6,多模态(文本+时序)预测,From Recognition to Understanding: Unlocking Cognitive Time Series Reasoning with LLMs,Xin Qiu,arXiv preprint,2026,preprint,2606.22126,,https://arxiv.org/abs/2606.22126,针对 LLM 时序任务囿于曲线拟合的问题，提出认知推理基准 TSCognition（41K QA、五类任务）与统一对齐框架 TSAlign。
V2-362,6,多模态(文本+时序)预测,Does Text Actually Help? Uncovering and Resolving Text Collapse in Multimodal Time Series Forecasting,Huu Hiep Nguyen,arXiv preprint,2026,preprint,2606.19413,,https://arxiv.org/abs/2606.19413,揭示多模态预测中的文本坍缩失效模式（文本支路退化为内容无关变换），提出残差独占监督 REST-TS 迫使文本承担增量信号。
V2-363,6,多模态(文本+时序)预测,TimeVista: Exploring and Exploiting Vision-Language Models as Judges for Time Series Forecasting,Zhi Chen,arXiv preprint,2026,preprint,2606.16173,,https://arxiv.org/abs/2606.16173,提出 VLM-as-a-Judge 评测时序预测：微观+宏观结合上下文的评审框架与含 5563 样本及评分细则的 TimeVista 基准。
V2-364,6,多模态(文本+时序)预测,Can LLM Coding Agents Reason About Time Series?,Filip Rechtorík,arXiv preprint,2026,preprint,2606.16545,,https://arxiv.org/abs/2606.16545,研究 LLM 编码 agent 能否推理时序：代码访问比原始数值输入高 10%，但最好 agent 仍错 22-34%，并用 LLM 评审分析推理缺口。
V2-365,6,多模态(文本+时序)预测,Representing Time Series as Structured Programs for LLM Reasoning,Jaeho Kim,arXiv preprint,2026,preprint,2606.12481,,https://arxiv.org/abs/2606.12481,提出免训练确定性表示 T2SP：把时序分解为结构化符号程序供 LLM 推理，缓解长序列模态失配与计算开销。
V2-366,6,多模态(文本+时序)预测,TRACE: A Temporal Conditional Estimation for Multimodal Time Series Foundation Models,Ziwen Kan,arXiv preprint,2026,preprint,2606.06285,,https://arxiv.org/abs/2606.06285,针对多模态时序基础模型中模态错位与部分缺失的问题，提出条件估计范式 TRACE，从可用辅助模态系统推断缺失目标模态。
V2-367,6,多模态(文本+时序)预测,PAMF: Prior-Aware Multimodal Fusion for Incomplete Time Series Data,Ziwen Kan,arXiv preprint,2026,preprint,2606.06328,,https://arxiv.org/abs/2606.06328,针对模态内与模态级两类缺失结构先验不同的问题，提出先验感知多模态融合 PAMF，显式估计缺失并端到端融合。
V2-368,6,多模态(文本+时序)预测,"Using LLMs for Explainable, Data-Driven Insight Generation from Time Series",Ria Mundhra,arXiv preprint,2026,preprint,2607.18271,,https://arxiv.org/abs/2607.18271,提出领域无关的时序预测解释生成框架：从历史分析师解释提取结构化因子+证据条件化生成+可扩展评估，抑制幻觉。
V2-369,6,多模态(文本+时序)预测,Harnessing Generalist Agents for Contextualized Time Series,Zihao Li,arXiv preprint,2026,preprint,2606.05404,,https://arxiv.org/abs/2606.05404,提出时序 agent 运行时框架 TimeClaw：可执行时序工具、经验驱动能力演化与情景式多模态记忆，支撑上下文化端到端分析。
V2-370,6,多模态(文本+时序)预测,From Long News to Accurate Forecast: Importance-Aware Fusion and PRM-Guided Reflection for Time Series Forecasting,Mingyang Liu,arXiv preprint,2026,preprint,2606.03097,,https://arxiv.org/abs/2606.03097,针对新闻超上下文窗口与检索无引导的问题，提出重要性感知新闻压缩（重要性奖励模型分配压缩预算）+过程奖励模型引导检索反思。
V2-371,6,多模态(文本+时序)预测,TSQAgent: Rating Time Series Data Quality via Dedicated Agentic Reasoning,Shunyu Wu,arXiv preprint,2026,preprint,2606.03629,,https://arxiv.org/abs/2606.03629,构建 TSQBench 评测 LLM 评估时序数据质量的能力，并提出专用 agentic 推理框架 TSQAgent 做维度识别与量化比较。
V2-372,6,多模态(文本+时序)预测,Estimating Mutual Information between Time Series and Temporal Event Sequences Across Diverse Analysis Tasks,Haoji Hu,arXiv preprint,2026,preprint,2606.01602,,https://arxiv.org/abs/2606.01602,提出时序与时间事件序列间互信息的非参估计器：建模连续-离散对偶与潜在事件聚类，免变换稳健量化异构依赖。
V2-373,6,多模态(文本+时序)预测,Rethinking Post-Training Recipes for Multimodal Time-Series Forecasting,Haoxin Liu,arXiv preprint,2026,preprint,2605.29401,,https://arxiv.org/abs/2605.29401,提出后训练配方 PostTime（SFT+可验证奖励 RL）：训练 LLM 作为 TSFM 数值先验之上的上下文引导修订器并自动生成推理轨迹。
V2-374,6,多模态(文本+时序)预测,GS-FUSE: Granger-Supervised Gated Fusion and Multi-Granularity Alignment for Event-Driven Financial Forecasting,Yang Zhang,arXiv preprint,2026,preprint,2605.28520,,https://arxiv.org/abs/2605.28520,针对多模态金融预测对称融合文本与价格的问题，提出 GS-Fuse：Granger 监督的因果感知门控融合+多粒度对齐，即插即用。
V2-375,6,多模态(文本+时序)预测,Quality Without Usefulness: LLM-Generated XAI Narratives as Trust Heuristics Rather Than Decision Aids,Fabian Lukassen,arXiv preprint,2026,preprint,2605.26770,,https://arxiv.org/abs/2605.26770,五组受控实验证明 LLM 生成的 XAI 叙事在时序能源预测中不提升任务准确率却抬高自信，且掩盖 OOD 失效。
V2-376,6,多模态(文本+时序)预测,Continuity and Ordinality Matter: Constraining Time Series Tokens for Effective Time Series Analysis with Large Language Models,Musheng Li,arXiv preprint,2026,preprint,2605.28866,,https://arxiv.org/abs/2605.28866,针对时序 token 嵌入忽视连续性与序性的问题，提出 COM 策略：在初始化与训练阶段注入几何约束提升 token 型 TS-LLM。
